Saņēmējs,Ziedojuma veids,Vērtība,Deputāts,Frakcija,Datums
Jaunā konservatīvā partija,Nauda,25,Juris Rancāns,Jauno konservatīvo frakcija,07/05/2019
Jaunā konservatīvā partija,Nauda,295,Juris Rancāns,Jauno konservatīvo frakcija,07/08/2019
Jaunā konservatīvā partija,Nauda,295,Juris Rancāns,Jauno konservatīvo frakcija,08/08/2019
Jaunā konservatīvā partija,Nauda,295,Juris Rancāns,Jauno konservatīvo frakcija,09/07/2019
Jaunā konservatīvā partija,Nauda,295,Juris Rancāns,Jauno konservatīvo frakcija,10/08/2019
Jaunā konservatīvā partija,Nauda,295,Juris Rancāns,Jauno konservatīvo frakcija,11/06/2019
Jaunā konservatīvā partija,Nauda,295,Juris Rancāns,Jauno konservatīvo frakcija,12/09/2019
Jaunā konservatīvā partija,Nauda,45,Juris Rancāns,Jauno konservatīvo frakcija,12/16/2019
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,01/08/2020
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,02/06/2020
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,03/07/2020
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,04/09/2020
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,05/08/2020
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,06/08/2020
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,07/07/2020
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,08/06/2020
Jaunā konservatīvā partija,Nauda,97,Juris Rancāns,Jauno konservatīvo frakcija,09/08/2020
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,10/07/2020
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,11/06/2020
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,12/08/2020
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,01/06/2021
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,02/08/2021
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,03/08/2021
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,04/08/2021
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,05/07/2021
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,06/08/2021
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,07/07/2021
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,08/07/2021
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,09/08/2021
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,10/07/2021
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,11/08/2021
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,12/08/2021
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,352.72,Aleksandrs Kiršteins,Nacionāla Apvienība VL-TB/LNNK,10/02/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,389.5,Aleksandrs Kiršteins,Nacionāla Apvienība VL-TB/LNNK,05/07/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,40,Aleksandrs Kiršteins,Nacionāla Apvienība VL-TB/LNNK,05/09/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,1000,Aleksandrs Kiršteins,Nacionāla Apvienība VL-TB/LNNK,04/27/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,2000,Aleksandrs Kiršteins,Nacionāla Apvienība VL-TB/LNNK,07/20/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,1000,Aleksandrs Kiršteins,Nacionāla Apvienība VL-TB/LNNK,02/06/2019
"VIENOTĪBA, Partija",Biedra nauda,2000,Arvils Ašeradens,Jaunā Vienotība,11/03/2020
"VIENOTĪBA, Partija",Biedra nauda,1000,Arvils Ašeradens,Jaunā Vienotība,05/27/2021
"VIENOTĪBA, Partija",Biedra nauda,1000,Arvils Ašeradens,Jaunā Vienotība,11/01/2021
"VIENOTĪBA, Partija",Nauda,1400,Arvils Ašeradens,Jaunā Vienotība,03/26/2018
"VIENOTĪBA, Partija",Nauda,1400,Arvils Ašeradens,Jaunā Vienotība,03/26/2018
"VIENOTĪBA, Partija",Nauda,3000,Arvils Ašeradens,Jaunā Vienotība,08/17/2018
"VIENOTĪBA, Partija",Nauda,3000,Arvils Ašeradens,Jaunā Vienotība,02/06/2019
"VIENOTĪBA, Partija",Nauda,4000,Arvils Ašeradens,Jaunā Vienotība,04/05/2019
"VIENOTĪBA, Partija",Nauda,1000,Arvils Ašeradens,Jaunā Vienotība,04/09/2019
"VIENOTĪBA, Partija",Nauda,8000,Arvils Ašeradens,Jaunā Vienotība,04/23/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,07/17/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,15,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,07/17/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,3,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,07/17/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,07/20/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,5,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,07/20/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,5,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,07/27/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,5,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,07/31/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,5,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,08/15/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,19,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,08/23/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,12,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,09/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,5,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,09/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,7,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,09/11/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,11,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,09/15/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,09/17/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,5,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,09/19/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,09/21/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,09/21/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,15,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,09/25/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,09/25/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,5,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,09/26/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,10/01/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,5,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,10/02/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,15,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,10/03/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,5,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,10/04/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,10/04/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,10/04/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,10/04/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,10/04/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,02/18/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,20,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,02/19/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,02/19/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,5,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,03/19/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,6,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,03/26/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,5,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,04/01/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,30,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,04/02/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,04/03/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,15,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,04/05/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,04/10/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,20,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,04/29/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,05/01/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,5,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,05/02/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,15,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,05/03/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,10,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,05/04/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,30,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,05/15/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,15,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,05/15/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,250,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,06/06/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,480,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,07/05/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,520,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,07/08/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,1250,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,08/09/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,150,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,09/28/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,150,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,02/06/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,150,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,03/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,150,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,04/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,150,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,05/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,150,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,06/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,150,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,07/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,150,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,08/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,150,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,09/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,300,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,09/24/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,150,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,10/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,150,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,11/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,150,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,12/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,150,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,01/11/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Rihards Kols,Nacionāla Apvienība VL-TB/LNNK,11/20/2020
Jaunā konservatīvā partija,Nauda,50,Sandis Riekstiņš,Jauno konservatīvo frakcija,01/15/2018
Jaunā konservatīvā partija,Nauda,1000,Sandis Riekstiņš,Jauno konservatīvo frakcija,03/26/2018
Jaunā konservatīvā partija,Nauda,90,Sandis Riekstiņš,Jauno konservatīvo frakcija,07/16/2018
Jaunā konservatīvā partija,Nauda,80,Sandis Riekstiņš,Jauno konservatīvo frakcija,07/16/2018
Jaunā konservatīvā partija,Nauda,30,Sandis Riekstiņš,Jauno konservatīvo frakcija,07/19/2018
Jaunā konservatīvā partija,Nauda,300,Sandis Riekstiņš,Jauno konservatīvo frakcija,08/14/2018
Jaunā konservatīvā partija,Nauda,1000,Sandis Riekstiņš,Jauno konservatīvo frakcija,08/31/2018
Jaunā konservatīvā partija,Nauda,420,Sandis Riekstiņš,Jauno konservatīvo frakcija,09/11/2018
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,11/21/2018
Jaunā konservatīvā partija,Nauda,50,Sandis Riekstiņš,Jauno konservatīvo frakcija,11/27/2018
Jaunā konservatīvā partija,Nauda,100,Sandis Riekstiņš,Jauno konservatīvo frakcija,12/06/2018
Jaunā konservatīvā partija,Nauda,50,Sandis Riekstiņš,Jauno konservatīvo frakcija,02/04/2019
Jaunā konservatīvā partija,Nauda,230,Sandis Riekstiņš,Jauno konservatīvo frakcija,02/06/2019
Jaunā konservatīvā partija,Nauda,230,Sandis Riekstiņš,Jauno konservatīvo frakcija,03/06/2019
Jaunā konservatīvā partija,Nauda,230,Sandis Riekstiņš,Jauno konservatīvo frakcija,04/08/2019
Jaunā konservatīvā partija,Nauda,230,Sandis Riekstiņš,Jauno konservatīvo frakcija,05/08/2019
Jaunā konservatīvā partija,Nauda,230,Sandis Riekstiņš,Jauno konservatīvo frakcija,06/06/2019
Jaunā konservatīvā partija,Nauda,45,Sandis Riekstiņš,Jauno konservatīvo frakcija,06/26/2019
Jaunā konservatīvā partija,Nauda,230,Sandis Riekstiņš,Jauno konservatīvo frakcija,07/08/2019
Jaunā konservatīvā partija,Nauda,230,Sandis Riekstiņš,Jauno konservatīvo frakcija,08/07/2019
Jaunā konservatīvā partija,Nauda,230,Sandis Riekstiņš,Jauno konservatīvo frakcija,09/06/2019
Jaunā konservatīvā partija,Nauda,230,Sandis Riekstiņš,Jauno konservatīvo frakcija,10/08/2019
Jaunā konservatīvā partija,Nauda,230,Sandis Riekstiņš,Jauno konservatīvo frakcija,11/06/2019
Jaunā konservatīvā partija,Nauda,230,Sandis Riekstiņš,Jauno konservatīvo frakcija,12/06/2019
Jaunā konservatīvā partija,Nauda,45,Sandis Riekstiņš,Jauno konservatīvo frakcija,12/18/2019
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,04/01/2020
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,05/08/2020
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,06/08/2020
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,07/07/2020
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,08/07/2020
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,09/12/2020
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,10/09/2020
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,11/06/2020
Jaunā konservatīvā partija,Nauda,100,Sandis Riekstiņš,Jauno konservatīvo frakcija,12/08/2020
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,12/30/2020
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,01/01/2021
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,02/08/2021
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,03/08/2021
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,04/08/2021
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,05/08/2021
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,06/08/2021
Jaunā konservatīvā partija,Nauda,70,Sandis Riekstiņš,Jauno konservatīvo frakcija,07/08/2021
Jaunā konservatīvā partija,Nauda,80,Sandis Riekstiņš,Jauno konservatīvo frakcija,08/05/2021
Jaunā konservatīvā partija,Nauda,80,Sandis Riekstiņš,Jauno konservatīvo frakcija,08/05/2021
Jaunā konservatīvā partija,Nauda,80,Sandis Riekstiņš,Jauno konservatīvo frakcija,09/08/2021
Jaunā konservatīvā partija,Nauda,80,Sandis Riekstiņš,Jauno konservatīvo frakcija,10/07/2021
Jaunā konservatīvā partija,Nauda,80,Sandis Riekstiņš,Jauno konservatīvo frakcija,11/05/2021
Jaunā konservatīvā partija,Nauda,80,Sandis Riekstiņš,Jauno konservatīvo frakcija,12/02/2021
"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Nauda,200,Aldis Adamovičs,Jaunā Vienotība,05/06/2021
LATGALES PARTIJA,Manta vai pakalpojums,1.89,Aldis Adamovičs,Jaunā Vienotība,02/28/2020
LATGALES PARTIJA,Nauda,300,Aldis Adamovičs,Jaunā Vienotība,09/10/2018
LATGALES PARTIJA,Nauda,300,Aldis Adamovičs,Jaunā Vienotība,09/20/2018
LATGALES PARTIJA,Nauda,200,Aldis Adamovičs,Jaunā Vienotība,09/29/2018
LATGALES PARTIJA,Nauda,150,Aldis Adamovičs,Jaunā Vienotība,01/26/2019
LATGALES PARTIJA,Nauda,150,Aldis Adamovičs,Jaunā Vienotība,04/29/2019
LATGALES PARTIJA,Nauda,50,Aldis Adamovičs,Jaunā Vienotība,05/20/2019
"VIENOTĪBA, Partija",Nauda,500,Aldis Adamovičs,Jaunā Vienotība,08/01/2018
"VIENOTĪBA, Partija",Nauda,400,Aldis Adamovičs,Jaunā Vienotība,08/31/2018
Attīstībai/Par!,Nauda,49.61,Dace Rukšāne-Ščipčinska,Attīstībai/Par!,08/15/2018
Attīstībai/Par!,Nauda,20,Dace Rukšāne-Ščipčinska,Attīstībai/Par!,10/01/2018
Attīstībai/Par!,Nauda,43.99,Dace Rukšāne-Ščipčinska,Attīstībai/Par!,01/08/2019
Attīstībai/Par!,Nauda,62.35,Dace Rukšāne-Ščipčinska,Attīstībai/Par!,01/24/2019
Attīstībai/Par!,Nauda,36.18,Dace Rukšāne-Ščipčinska,Attīstībai/Par!,01/30/2019
Attīstībai/Par!,Nauda,19.5,Dace Rukšāne-Ščipčinska,Attīstībai/Par!,02/08/2019
Latvijas attīstībai,Nauda,46,Dace Rukšāne-Ščipčinska,Attīstībai/Par!,12/08/2019
Latvijas attīstībai,Nauda,20,Dace Rukšāne-Ščipčinska,Attīstībai/Par!,08/21/2020
Latvijas attīstībai,Nauda,15,Dace Rukšāne-Ščipčinska,Attīstībai/Par!,07/06/2021
Latvijas attīstībai,Nauda,10,Dace Rukšāne-Ščipčinska,Attīstībai/Par!,08/17/2021
Latvijas attīstībai,Nauda,10,Dace Rukšāne-Ščipčinska,Attīstībai/Par!,08/17/2021
Latvijas attīstībai,Nauda,10,Dace Rukšāne-Ščipčinska,Attīstībai/Par!,09/23/2021
Latvijas attīstībai,Nauda,10,Dace Rukšāne-Ščipčinska,Attīstībai/Par!,10/26/2021
"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Manta vai pakalpojums,1661.56,Kārlis Šadurskis,Jaunā Vienotība,05/20/2019
"VIENOTĪBA, Partija",Nauda,2000,Kārlis Šadurskis,Jaunā Vienotība,07/13/2018
"VIENOTĪBA, Partija",Nauda,500,Kārlis Šadurskis,Jaunā Vienotība,09/14/2018
"VIENOTĪBA, Partija",Nauda,5000,Kārlis Šadurskis,Jaunā Vienotība,12/17/2018
"VIENOTĪBA, Partija",Nauda,1400,Kārlis Šadurskis,Jaunā Vienotība,01/22/2019
"VIENOTĪBA, Partija",Nauda,414,Kārlis Šadurskis,Jaunā Vienotība,01/23/2019
"VIENOTĪBA, Partija",Nauda,2000,Kārlis Šadurskis,Jaunā Vienotība,07/01/2019
"VIENOTĪBA, Partija",Nauda,50,Kārlis Šadurskis,Jaunā Vienotība,05/25/2020
"VIENOTĪBA, Partija",Nauda,1850,Kārlis Šadurskis,Jaunā Vienotība,07/31/2020
"VIENOTĪBA, Partija",Nauda,500,Kārlis Šadurskis,Jaunā Vienotība,06/04/2021
"VIENOTĪBA, Partija",Nauda,1000,Kārlis Šadurskis,Jaunā Vienotība,06/04/2021
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,86,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,07/16/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,86,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,07/20/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,74,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,07/26/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,87,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,08/06/2018
