Saņēmējs,Ziedojuma veids,Vērtība,Deputāts,Frakcija,Datums
Jaunā konservatīvā partija,Nauda,20,Uldis Budriķis,Jauno konservatīvo frakcija,07/07/2018
Jaunā konservatīvā partija,Nauda,200,Uldis Budriķis,Jauno konservatīvo frakcija,12/21/2018
Jaunā konservatīvā partija,Nauda,160,Uldis Budriķis,Jauno konservatīvo frakcija,01/23/2019
Jaunā konservatīvā partija,Nauda,20,Uldis Budriķis,Jauno konservatīvo frakcija,01/23/2019
Jaunā konservatīvā partija,Nauda,175,Uldis Budriķis,Jauno konservatīvo frakcija,02/21/2019
Jaunā konservatīvā partija,Nauda,100,Uldis Budriķis,Jauno konservatīvo frakcija,04/03/2019
Jaunā konservatīvā partija,Nauda,100,Uldis Budriķis,Jauno konservatīvo frakcija,04/08/2019
Jaunā konservatīvā partija,Nauda,200,Uldis Budriķis,Jauno konservatīvo frakcija,05/08/2019
Jaunā konservatīvā partija,Nauda,100,Uldis Budriķis,Jauno konservatīvo frakcija,06/17/2019
Jaunā konservatīvā partija,Nauda,100,Uldis Budriķis,Jauno konservatīvo frakcija,07/08/2019
Jaunā konservatīvā partija,Nauda,330,Uldis Budriķis,Jauno konservatīvo frakcija,08/07/2019
Jaunā konservatīvā partija,Nauda,300,Uldis Budriķis,Jauno konservatīvo frakcija,09/23/2019
Jaunā konservatīvā partija,Nauda,124,Uldis Budriķis,Jauno konservatīvo frakcija,11/08/2019
Jaunā konservatīvā partija,Nauda,44.73,Uldis Budriķis,Jauno konservatīvo frakcija,01/08/2020
Jaunā konservatīvā partija,Nauda,85,Uldis Budriķis,Jauno konservatīvo frakcija,03/06/2020
Jaunā konservatīvā partija,Nauda,24,Uldis Budriķis,Jauno konservatīvo frakcija,04/22/2020
Jaunā konservatīvā partija,Nauda,66.66,Uldis Budriķis,Jauno konservatīvo frakcija,09/08/2020
Jaunā konservatīvā partija,Nauda,77.77,Uldis Budriķis,Jauno konservatīvo frakcija,11/06/2020
Jaunā konservatīvā partija,Nauda,55.55,Uldis Budriķis,Jauno konservatīvo frakcija,11/23/2020
Jaunā konservatīvā partija,Nauda,77.77,Uldis Budriķis,Jauno konservatīvo frakcija,12/08/2020
Jaunā konservatīvā partija,Nauda,66.66,Uldis Budriķis,Jauno konservatīvo frakcija,01/07/2021
Jaunā konservatīvā partija,Nauda,5,Uldis Budriķis,Jauno konservatīvo frakcija,09/02/2021
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,344.85,Jānis Krišāns,Saskaņa,10/17/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda,700,Jānis Krišāns,Saskaņa,07/11/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Jānis Krišāns,Saskaņa,09/14/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1500,Jānis Krišāns,Saskaņa,10/15/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Jānis Krišāns,Saskaņa,02/18/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Jānis Krišāns,Saskaņa,04/26/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Jānis Krišāns,Saskaņa,10/22/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda,1500,Jānis Krišāns,Saskaņa,02/24/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Jānis Krišāns,Saskaņa,11/25/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda,2000,Jānis Krišāns,Saskaņa,12/14/2021
"Saskaņa, sociāldemokrātiskā partija",Nauda,2000,Jānis Krišāns,Saskaņa,12/14/2021
"Saskaņa, sociāldemokrātiskā partija",Biedra nauda,1000,Regīna Ločmele,Saskaņa,01/12/2018
"Saskaņa, sociāldemokrātiskā partija",Biedra nauda,1000,Regīna Ločmele,Saskaņa,01/15/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,270,Regīna Ločmele,Saskaņa,08/21/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Regīna Ločmele,Saskaņa,09/06/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Regīna Ločmele,Saskaņa,09/06/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Regīna Ločmele,Saskaņa,11/13/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Regīna Ločmele,Saskaņa,02/16/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda,2000,Regīna Ločmele,Saskaņa,12/10/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Regīna Ločmele,Saskaņa,11/10/2021
"Saskaņa, sociāldemokrātiskā partija",Nauda,2000,Jānis Ādamsons,Pie frakcijām nepiederošie deputāti,04/24/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,250,Jānis Ādamsons,Pie frakcijām nepiederošie deputāti,09/14/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Jānis Ādamsons,Pie frakcijām nepiederošie deputāti,02/15/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,12/17/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,01/03/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,02/15/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,03/15/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,04/16/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,05/15/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,06/17/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,07/16/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,08/15/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,09/17/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,10/15/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,11/15/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,12/17/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,01/15/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,03/17/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,06/16/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,07/15/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,08/17/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,09/15/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,10/15/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,11/16/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,11/26/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,12/25/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,03/15/2021
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,04/15/2021
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,07/15/2021
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,08/16/2021
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,09/15/2021
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,10/15/2021
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,11/15/2021
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Edmunds Teirumnieks,Nacionāla Apvienība VL-TB/LNNK,12/15/2021
"Saskaņa, sociāldemokrātiskā partija",Nauda,2000,Ivars Zariņš,n/a,05/09/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,2000,Ivars Zariņš,n/a,09/11/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Ivars Zariņš,n/a,02/14/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Ivars Zariņš,n/a,10/23/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda,100,Nikolajs Kabanovs,Saskaņa,08/22/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1200,Nikolajs Kabanovs,Saskaņa,10/08/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Nikolajs Kabanovs,Saskaņa,02/14/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda,125,Ļubova Švecova,Pie frakcijām nepiederošie deputāti,08/22/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Ļubova Švecova,Pie frakcijām nepiederošie deputāti,02/13/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Vladimirs Nikonovs,Saskaņa,04/26/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Vladimirs Nikonovs,Saskaņa,04/26/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,700,Vladimirs Nikonovs,Saskaņa,07/11/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Vladimirs Nikonovs,Saskaņa,08/29/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Vladimirs Nikonovs,Saskaņa,09/19/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Vladimirs Nikonovs,Saskaņa,10/11/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Vladimirs Nikonovs,Saskaņa,10/11/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Vladimirs Nikonovs,Saskaņa,02/13/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Vladimirs Nikonovs,Saskaņa,02/25/2020
Jaunā konservatīvā partija,Nauda,45,Reinis Znotiņš,Jauno konservatīvo frakcija,07/16/2018
Jaunā konservatīvā partija,Nauda,120,Reinis Znotiņš,Jauno konservatīvo frakcija,09/25/2018
Jaunā konservatīvā partija,Nauda,200,Reinis Znotiņš,Jauno konservatīvo frakcija,01/11/2019
Jaunā konservatīvā partija,Nauda,195,Reinis Znotiņš,Jauno konservatīvo frakcija,02/11/2019
Jaunā konservatīvā partija,Nauda,200,Reinis Znotiņš,Jauno konservatīvo frakcija,03/11/2019
Jaunā konservatīvā partija,Nauda,200,Reinis Znotiņš,Jauno konservatīvo frakcija,04/09/2019
Jaunā konservatīvā partija,Nauda,200,Reinis Znotiņš,Jauno konservatīvo frakcija,05/10/2019
Jaunā konservatīvā partija,Nauda,200,Reinis Znotiņš,Jauno konservatīvo frakcija,06/10/2019
Jaunā konservatīvā partija,Nauda,25,Reinis Znotiņš,Jauno konservatīvo frakcija,06/25/2019
Jaunā konservatīvā partija,Nauda,150,Reinis Znotiņš,Jauno konservatīvo frakcija,07/24/2019
Jaunā konservatīvā partija,Nauda,60,Reinis Znotiņš,Jauno konservatīvo frakcija,08/15/2019
Jaunā konservatīvā partija,Nauda,210,Reinis Znotiņš,Jauno konservatīvo frakcija,09/20/2019
Jaunā konservatīvā partija,Nauda,-107.9,Reinis Znotiņš,Jauno konservatīvo frakcija,09/27/2019
Jaunā konservatīvā partija,Nauda,-210,Reinis Znotiņš,Jauno konservatīvo frakcija,09/30/2019
Jaunā konservatīvā partija,Nauda,67,Reinis Znotiņš,Jauno konservatīvo frakcija,01/06/2020
Jaunā konservatīvā partija,Nauda,67,Reinis Znotiņš,Jauno konservatīvo frakcija,02/18/2020
Jaunā konservatīvā partija,Nauda,72,Reinis Znotiņš,Jauno konservatīvo frakcija,03/11/2020
Jaunā konservatīvā partija,Nauda,72,Reinis Znotiņš,Jauno konservatīvo frakcija,05/08/2020
Jaunā konservatīvā partija,Nauda,72,Reinis Znotiņš,Jauno konservatīvo frakcija,06/17/2020
Jaunā konservatīvā partija,Nauda,72,Reinis Znotiņš,Jauno konservatīvo frakcija,07/21/2020
Jaunā konservatīvā partija,Nauda,72,Reinis Znotiņš,Jauno konservatīvo frakcija,08/17/2020
Jaunā konservatīvā partija,Nauda,72,Reinis Znotiņš,Jauno konservatīvo frakcija,09/14/2020
Jaunā konservatīvā partija,Nauda,72,Reinis Znotiņš,Jauno konservatīvo frakcija,10/12/2020
Jaunā konservatīvā partija,Nauda,72,Reinis Znotiņš,Jauno konservatīvo frakcija,11/16/2020
Jaunā konservatīvā partija,Nauda,75,Reinis Znotiņš,Jauno konservatīvo frakcija,12/09/2020
Jaunā konservatīvā partija,Nauda,75,Reinis Znotiņš,Jauno konservatīvo frakcija,01/21/2021
Jaunā konservatīvā partija,Nauda,75,Reinis Znotiņš,Jauno konservatīvo frakcija,02/15/2021
Jaunā konservatīvā partija,Nauda,75,Reinis Znotiņš,Jauno konservatīvo frakcija,03/16/2021
Jaunā konservatīvā partija,Nauda,75,Reinis Znotiņš,Jauno konservatīvo frakcija,04/07/2021
Jaunā konservatīvā partija,Nauda,75,Reinis Znotiņš,Jauno konservatīvo frakcija,06/08/2021
Jaunā konservatīvā partija,Nauda,100,Reinis Znotiņš,Jauno konservatīvo frakcija,08/16/2021
Jaunā konservatīvā partija,Nauda,100,Reinis Znotiņš,Jauno konservatīvo frakcija,09/13/2021
Jaunā konservatīvā partija,Nauda,100,Reinis Znotiņš,Jauno konservatīvo frakcija,10/11/2021
Jaunā konservatīvā partija,Nauda,100,Reinis Znotiņš,Jauno konservatīvo frakcija,11/10/2021
Jaunā konservatīvā partija,Nauda,100,Reinis Znotiņš,Jauno konservatīvo frakcija,12/08/2021
Latvijas Sociālistiskā partija,Biedra nauda,490,Artūrs Rubiks,Saskaņa,02/08/2018
Latvijas Sociālistiskā partija,Biedra nauda,250,Artūrs Rubiks,Saskaņa,06/10/2019
Latvijas Sociālistiskā partija,Biedra nauda,250,Artūrs Rubiks,Saskaņa,07/05/2019
Latvijas Sociālistiskā partija,Biedra nauda,150,Artūrs Rubiks,Saskaņa,09/30/2019
Latvijas Sociālistiskā partija,Biedra nauda,150,Artūrs Rubiks,Saskaņa,11/06/2019
Latvijas Sociālistiskā partija,Biedra nauda,150,Artūrs Rubiks,Saskaņa,12/12/2019
Latvijas Sociālistiskā partija,Biedra nauda,100,Artūrs Rubiks,Saskaņa,01/29/2020
Latvijas Sociālistiskā partija,Biedra nauda,200,Artūrs Rubiks,Saskaņa,03/06/2020
Latvijas Sociālistiskā partija,Biedra nauda,100,Artūrs Rubiks,Saskaņa,04/14/2020
Latvijas Sociālistiskā partija,Biedra nauda,100,Artūrs Rubiks,Saskaņa,05/12/2020
Latvijas Sociālistiskā partija,Biedra nauda,100,Artūrs Rubiks,Saskaņa,06/09/2020
Latvijas Sociālistiskā partija,Biedra nauda,100,Artūrs Rubiks,Saskaņa,07/20/2020
Latvijas Sociālistiskā partija,Biedra nauda,100,Artūrs Rubiks,Saskaņa,08/07/2020
Latvijas Sociālistiskā partija,Biedra nauda,120,Artūrs Rubiks,Saskaņa,09/08/2020
Latvijas Sociālistiskā partija,Biedra nauda,120,Artūrs Rubiks,Saskaņa,10/22/2020
Latvijas Sociālistiskā partija,Biedra nauda,120,Artūrs Rubiks,Saskaņa,11/23/2020
Latvijas Sociālistiskā partija,Biedra nauda,120,Artūrs Rubiks,Saskaņa,12/08/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda,2000,Artūrs Rubiks,Saskaņa,04/19/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1500,Artūrs Rubiks,Saskaņa,06/13/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,250,Artūrs Rubiks,Saskaņa,08/27/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,249,Artūrs Rubiks,Saskaņa,09/18/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Artūrs Rubiks,Saskaņa,10/11/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Artūrs Rubiks,Saskaņa,02/07/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,45,Edgars Kucins,Saskaņa,09/14/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,266.2,Edgars Kucins,Saskaņa,10/24/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Edgars Kucins,Saskaņa,07/17/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,300,Edgars Kucins,Saskaņa,10/22/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Edgars Kucins,Saskaņa,02/07/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda,300,Edgars Kucins,Saskaņa,10/23/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Edgars Kucins,Saskaņa,02/21/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda,300,Edgars Kucins,Saskaņa,11/26/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda,200,Edgars Kucins,Saskaņa,12/22/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda,180,Edgars Kucins,Saskaņa,05/07/2021
"Saskaņa, sociāldemokrātiskā partija",Nauda,700,Inga Goldberga,Saskaņa,07/13/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,1500,Inga Goldberga,Saskaņa,10/12/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Inga Goldberga,Saskaņa,10/13/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,770,Inga Goldberga,Saskaņa,02/07/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda,1000,Evija Papule,Pie frakcijām nepiederošie deputāti,09/10/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,500,Evija Papule,Pie frakcijām nepiederošie deputāti,09/11/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,800,Evija Papule,Pie frakcijām nepiederošie deputāti,11/01/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda,800,Evija Papule,Pie frakcijām nepiederošie deputāti,02/07/2019
Jaunā konservatīvā partija,Nauda,25,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,01/19/2018
Jaunā konservatīvā partija,Nauda,50,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,03/06/2018
Jaunā konservatīvā partija,Nauda,40,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,07/02/2018
Jaunā konservatīvā partija,Nauda,20,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,07/22/2018
Jaunā konservatīvā partija,Nauda,100,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,07/22/2018
Jaunā konservatīvā partija,Nauda,100,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,08/12/2018
Jaunā konservatīvā partija,Nauda,100,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,08/26/2018
Jaunā konservatīvā partija,Nauda,100,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,09/07/2018
Jaunā konservatīvā partija,Nauda,100,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,10/02/2018
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,12/10/2018
Jaunā konservatīvā partija,Nauda,200,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,01/08/2019
Jaunā konservatīvā partija,Nauda,200,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,02/06/2019
Jaunā konservatīvā partija,Nauda,200,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,03/06/2019
Jaunā konservatīvā partija,Nauda,223,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,04/08/2019
Jaunā konservatīvā partija,Nauda,220,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,05/08/2019
Jaunā konservatīvā partija,Nauda,200,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,06/06/2019
Jaunā konservatīvā partija,Nauda,200,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,07/10/2019
Jaunā konservatīvā partija,Nauda,300,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,08/08/2019
Jaunā konservatīvā partija,Nauda,202,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,09/09/2019
Jaunā konservatīvā partija,Nauda,103.66,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,10/02/2019
Jaunā konservatīvā partija,Nauda,218,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,10/08/2019
Jaunā konservatīvā partija,Nauda,205,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,11/06/2019
Jaunā konservatīvā partija,Nauda,45,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,12/16/2019
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,01/09/2020
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,02/10/2020
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,03/10/2020
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,04/07/2020
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,05/07/2020
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,06/09/2020
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,07/30/2020
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,09/17/2020
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,10/09/2020
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,11/10/2020
Jaunā konservatīvā partija,Nauda,227.88,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,11/12/2020
Jaunā konservatīvā partija,Nauda,140,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,01/06/2021
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,02/10/2021
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,03/11/2021
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,04/12/2021
Jaunā konservatīvā partija,Nauda,70,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,05/11/2021
Jaunā konservatīvā partija,Nauda,35,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,09/22/2021
Jaunā konservatīvā partija,Nauda,200,Evita Zālīte-Grosa,Jauno konservatīvo frakcija,11/03/2021
Jaunā konservatīvā partija,Nauda,20,Juris Rancāns,Jauno konservatīvo frakcija,01/29/2018
Jaunā konservatīvā partija,Nauda,30,Juris Rancāns,Jauno konservatīvo frakcija,03/19/2018
Jaunā konservatīvā partija,Nauda,50,Juris Rancāns,Jauno konservatīvo frakcija,04/16/2018
Jaunā konservatīvā partija,Nauda,90,Juris Rancāns,Jauno konservatīvo frakcija,05/11/2018
Jaunā konservatīvā partija,Nauda,30,Juris Rancāns,Jauno konservatīvo frakcija,05/14/2018
Jaunā konservatīvā partija,Nauda,30,Juris Rancāns,Jauno konservatīvo frakcija,05/15/2018
Jaunā konservatīvā partija,Nauda,120,Juris Rancāns,Jauno konservatīvo frakcija,06/14/2018
Jaunā konservatīvā partija,Nauda,25,Juris Rancāns,Jauno konservatīvo frakcija,07/10/2018
Jaunā konservatīvā partija,Nauda,210,Juris Rancāns,Jauno konservatīvo frakcija,07/11/2018
Jaunā konservatīvā partija,Nauda,80,Juris Rancāns,Jauno konservatīvo frakcija,07/12/2018
Jaunā konservatīvā partija,Nauda,10,Juris Rancāns,Jauno konservatīvo frakcija,07/24/2018
Jaunā konservatīvā partija,Nauda,100,Juris Rancāns,Jauno konservatīvo frakcija,08/14/2018
Jaunā konservatīvā partija,Nauda,100,Juris Rancāns,Jauno konservatīvo frakcija,08/31/2018
Jaunā konservatīvā partija,Nauda,100,Juris Rancāns,Jauno konservatīvo frakcija,09/13/2018
Jaunā konservatīvā partija,Nauda,165,Juris Rancāns,Jauno konservatīvo frakcija,12/19/2018
Jaunā konservatīvā partija,Nauda,193,Juris Rancāns,Jauno konservatīvo frakcija,01/09/2019
Jaunā konservatīvā partija,Nauda,207,Juris Rancāns,Jauno konservatīvo frakcija,02/06/2019
Jaunā konservatīvā partija,Nauda,286,Juris Rancāns,Jauno konservatīvo frakcija,03/06/2019
Jaunā konservatīvā partija,Nauda,295,Juris Rancāns,Jauno konservatīvo frakcija,04/08/2019
Jaunā konservatīvā partija,Nauda,600,Juris Rancāns,Jauno konservatīvo frakcija,05/08/2019
Jaunā konservatīvā partija,Nauda,25,Juris Rancāns,Jauno konservatīvo frakcija,06/18/2019
